member_uuid,newsletter_id,delivery_timestamp,open_timestamp,coupon_click_timestamp
541cc2c6-9b3e-0be5-9f61-fa8b6f30,2,1708434016,1708434316,1708434616
90f1ce9f-81cc-57ce-316a-400d8e8d,2,1708434016,1708434416,
5e75555d-b0d2-2dea-17aa-5c4b3a8e,2,1708434016,,
b8388f5b-c165-d791-52bb-2a04accc,2,,,
e1a26e05-3839-7316-54f3-56e57165,2,1708434016,1708434316,1708434616
83139f07-6061-2efb-33be-d0a7d1c7,2,1708434016,1708434416,
1aa5036f-da8d-09b0-bf68-76298db3,2,1708434016,,
2f50f904-aac2-04f7-039e-c2bd51c1,2,,,
3a851ff9-632a-827b-21f1-35e39d3a,2,1708434016,1708434316,1708434616
d3c67db7-d1ce-7fe4-a166-760fb50c,2,1708434016,1708434416,
4be9a960-9305-38bc-65c4-b51c881c,2,1708434016,,
a49cebae-0571-dcab-c34a-0400ddff,2,,,
ee0cbe44-9262-04f0-c348-2631a29e,2,1708434016,1708434316,1708434616
65a1b4e3-bbf9-f7c8-df22-9ee07a92,2,1708434016,1708434416,
6b703af0-47bb-0218-1de4-bc189e42,2,1708434016,,
1601d8c0-b7c0-a8cd-2499-42a57df6,2,,,
c0b83851-8dd7-5c2d-ada1-161f31d1,2,1708434016,1708434316,1708434616
df844066-ceba-2897-9d75-f91688aa,2,1708434016,1708434416,
b2079ffc-4bf2-b12a-e711-ade40680,2,1708434016,,
ffa249aa-7213-cee4-1392-3ded81bb,2,,,
93651eec-c805-823e-d2a8-4768c458,2,1708434016,1708434316,1708434616
dcf97b83-bd6c-c2be-f29c-bd56c8d2,2,1708434016,1708434416,
bf4d1536-568c-97ef-be2a-65334c78,2,1708434016,,
ddc193ab-894e-f4c8-d5e6-5c94c025,2,,,
45e74f3f-6b27-768d-9fe4-eabe78b3,2,1708434016,1708434316,1708434616
26765fc3-cbdf-0969-7ceb-7bcc9650,2,1708434016,1708434416,
639d9f82-5444-08dd-51e2-5a38f340,2,1708434016,,
e8fd1f39-0190-14af-3b7a-df518ffa,2,,,
174aae4a-dfdc-4918-5dab-0002fb67,2,1708434016,1708434316,1708434616
ce795292-7e29-019a-b95c-18683bc3,2,1708434016,1708434416,
63268f02-4281-ccff-bd84-42c228ba,2,1708434016,,
af053eb7-50e1-b3de-a0e8-77b34c37,2,,,
9838f3c3-cabb-e4a4-4907-a27c8356,2,1708434016,1708434316,1708434616
d4d684c9-d505-dcc4-3074-2088030c,2,1708434016,1708434416,
8eaf1085-d368-3d66-7614-783a8662,2,1708434016,,
823f94ee-6faa-c3c6-1045-42886c53,2,,,
fe3d82c2-9e66-4f11-5f83-9a71daf3,2,1708434016,1708434316,1708434616
1dbae0a0-42cf-07d3-39e3-8855d286,2,1708434016,1708434416,
bcf4d0d3-0fdb-f11b-4600-d530e5f8,2,1708434016,,
fafd0bbf-8319-71a5-9e8f-9d3629c5,2,,,
88e155db-e81d-5526-d83f-e7ed7a72,2,1708434016,1708434316,1708434616
1e2f8875-6f3e-17cd-dd5b-2a635cab,2,1708434016,1708434416,
05b5ae44-087d-e306-cbd0-0a374208,2,1708434016,,
ed2d591b-cbb8-4ce0-1e95-adabb72e,2,,,
b3d8f842-6ce9-7d6b-b1c1-fca0b383,2,1708434016,1708434316,1708434616
9c27e4c2-f267-8575-c597-184edd0c,2,1708434016,1708434416,
1dc07c6b-eb03-0d93-7077-6037a990,2,1708434016,,
45ba1877-88e8-b8b8-6440-bcdb059a,2,,,
23be91f4-05d3-abee-905e-8520ebfe,2,1708434016,1708434316,1708434616
4464443e-69be-c99a-509d-e77a68c5,2,1708434016,1708434416,
d9a6d56d-7d5f-bc00-322f-7c984288,2,1708434016,,
3af36dbf-3008-920d-9d7b-b3e11c90,2,,,
95120089-e9d2-1710-6539-f3f8e5bb,2,1708434016,1708434316,1708434616
a4b30719-ac12-f3f6-8690-a91fcb5e,2,1708434016,1708434416,
aae9fd5e-1484-3b9f-f10f-01c85b74,2,1708434016,,
1bb83ef6-ac6c-4e48-b843-2447ffa3,2,,,
97790358-bc50-0bb2-fa28-7b481c48,2,1708434016,1708434316,1708434616
4d5a6178-6bb5-46d7-26bf-294af5b9,2,1708434016,1708434416,
61bcd519-98de-296f-22c2-d5108ebe,2,1708434016,,
d143f8ff-5b7e-9cb5-677f-440c254c,2,,,
c09be717-06a3-bc87-1181-900a098b,3,1708434016,1708434316,1708434616
5f3b9252-1aa1-aeca-9f7b-b434ea64,3,1708434016,1708434416,
7c097bae-ff3c-8c19-74ff-0091306a,3,1708434016,,
7e6cc36c-4457-f329-522d-d2c3d282,3,,,
9ed87780-9c48-7227-b1e8-c5145389,3,1708434016,1708434316,1708434616
eeb701f3-7e29-49fb-6e0d-cfcb8704,3,1708434016,1708434416,
e054fc98-d03f-a893-8c28-e52ea2b2,3,1708434016,,
604edfa7-4339-b51f-59c5-d6b9589a,3,,,
1e15a8c6-31bb-3008-71be-3fbe6a98,3,1708434016,1708434316,1708434616
40a1d64b-f4a9-6a8a-8958-23b902bf,3,1708434016,1708434416,
816a31ff-ca60-7065-83ed-1320d0dc,3,1708434016,,
70a22f06-19bf-d1f1-df02-73a25a62,3,,,
562783fb-c3a9-6a9b-1566-58d7c66b,3,1708434016,1708434316,1708434616
1aba2e3c-6f8a-7ded-0260-726cbf25,3,1708434016,1708434416,
ba2ff995-f41d-9b53-2894-fd8a4e01,3,1708434016,,
141bbb19-fd09-5221-d418-7fbaf93d,3,,,
5088808c-3eb0-5a7f-436f-b6b965be,3,1708434016,1708434316,1708434616
acc5f6c4-087e-29d6-c48b-016e8245,3,1708434016,1708434416,
8531bce1-65bb-4892-d3cd-b4622701,3,1708434016,,
71d27276-3b6f-fb9d-4e9a-d6a166c3,3,,,
209680fe-ca48-227e-e2aa-5657f7b5,3,,,
c0a7fda9-b573-956d-60a5-dc2a3470,3,1708434016,1708434416,
ae6f300e-2880-2239-6c72-dfa7d4c5,3,1708434016,,
a5d13f11-4e96-4334-dd74-d525acd8,3,,,
ecbbd9cd-ca10-36d4-0a3a-6e101751,3,1708434016,1708434316,1708434616
19a98b71-f8dc-9695-3180-202e2dad,3,1708434016,1708434416,
402d27ea-a121-c4be-ca44-24c63e22,3,1708434016,,
6e1aad64-8196-e386-eee8-13290251,3,,,
4c3e6f07-002b-01d8-f79b-f8a6953f,3,1708434016,1708434316,1708434616
8d82959a-ef60-1925-7f8b-7e261556,3,1708434016,1708434416,
daa179c9-1733-30c3-e6b0-2cbfcbe6,3,1708434016,,
59c8233c-3c4f-5a73-da05-fff6b26d,3,,,
5faedd6b-63a8-2065-a2ee-b136d20c,3,,,
15ea7b61-2612-0642-2ef5-871c507a,3,1708434016,1708434416,
9c93f013-e7a5-1fa7-fc22-effd8a65,3,1708434016,,
ca2ea460-834d-d258-3957-85c09342,3,,,
3431b4aa-4e02-969f-1614-6b092a72,3,1708434016,1708434316,1708434616
35bb540e-d6b6-ca45-1244-31cbffa0,3,1708434016,1708434416,
e14e4b76-548b-4d8e-557d-02db5b82,3,1708434016,,
46332b8c-61bb-a8a5-86bd-41290c65,3,,,
541cc2c6-9b3e-0be5-9f61-fa8b6f30,3,1708434016,1708434316,1708434616
90f1ce9f-81cc-57ce-316a-400d8e8d,3,1708434016,1708434416,
5e75555d-b0d2-2dea-17aa-5c4b3a8e,3,1708434016,,
b8388f5b-c165-d791-52bb-2a04accc,3,,,
e1a26e05-3839-7316-54f3-56e57165,3,1708434016,1708434316,1708434616
83139f07-6061-2efb-33be-d0a7d1c7,3,1708434016,1708434416,
1aa5036f-da8d-09b0-bf68-76298db3,3,1708434016,,
2f50f904-aac2-04f7-039e-c2bd51c1,3,,,
3a851ff9-632a-827b-21f1-35e39d3a,3,1708434016,1708434316,1708434616
d3c67db7-d1ce-7fe4-a166-760fb50c,3,1708434016,1708434416,
4be9a960-9305-38bc-65c4-b51c881c,3,1708434016,,
a49cebae-0571-dcab-c34a-0400ddff,3,,,
ee0cbe44-9262-04f0-c348-2631a29e,3,1708434016,1708434316,1708434616
65a1b4e3-bbf9-f7c8-df22-9ee07a92,3,1708434016,1708434416,
6b703af0-47bb-0218-1de4-bc189e42,3,1708434016,,
1601d8c0-b7c0-a8cd-2499-42a57df6,3,,,
c0b83851-8dd7-5c2d-ada1-161f31d1,3,1708434016,1708434316,1708434616
df844066-ceba-2897-9d75-f91688aa,3,1708434016,1708434416,
b2079ffc-4bf2-b12a-e711-ade40680,3,1708434016,,
ffa249aa-7213-cee4-1392-3ded81bb,3,,,
93651eec-c805-823e-d2a8-4768c458,3,1708434016,1708434316,1708434616
dcf97b83-bd6c-c2be-f29c-bd56c8d2,3,1708434016,1708434416,
bf4d1536-568c-97ef-be2a-65334c78,3,1708434016,,
ddc193ab-894e-f4c8-d5e6-5c94c025,3,,,
45e74f3f-6b27-768d-9fe4-eabe78b3,3,1708434016,1708434316,1708434616
26765fc3-cbdf-0969-7ceb-7bcc9650,3,1708434016,1708434416,
639d9f82-5444-08dd-51e2-5a38f340,3,1708434016,,
e8fd1f39-0190-14af-3b7a-df518ffa,3,,,
174aae4a-dfdc-4918-5dab-0002fb67,3,1708434016,1708434316,1708434616
ce795292-7e29-019a-b95c-18683bc3,3,1708434016,1708434416,
63268f02-4281-ccff-bd84-42c228ba,3,1708434016,,
af053eb7-50e1-b3de-a0e8-77b34c37,3,,,
9838f3c3-cabb-e4a4-4907-a27c8356,3,1708434016,1708434316,1708434616
d4d684c9-d505-dcc4-3074-2088030c,3,1708434016,1708434416,
8eaf1085-d368-3d66-7614-783a8662,3,1708434016,,
823f94ee-6faa-c3c6-1045-42886c53,3,,,
fe3d82c2-9e66-4f11-5f83-9a71daf3,3,1708434016,1708434316,1708434616
1dbae0a0-42cf-07d3-39e3-8855d286,3,1708434016,1708434416,
bcf4d0d3-0fdb-f11b-4600-d530e5f8,3,1708434016,,
fafd0bbf-8319-71a5-9e8f-9d3629c5,3,,,
c09be717-06a3-bc87-1181-900a098b,1,1708434016,1708434316,1708434616
5f3b9252-1aa1-aeca-9f7b-b434ea64,1,1708434016,1708434416,
7c097bae-ff3c-8c19-74ff-0091306a,1,1708434016,,
7e6cc36c-4457-f329-522d-d2c3d282,1,,,
9ed87780-9c48-7227-b1e8-c5145389,1,1708434016,1708434316,1708434616
eeb701f3-7e29-49fb-6e0d-cfcb8704,1,1708434016,1708434416,
e054fc98-d03f-a893-8c28-e52ea2b2,1,1708434016,,
604edfa7-4339-b51f-59c5-d6b9589a,1,,,
1e15a8c6-31bb-3008-71be-3fbe6a98,1,1708434016,1708434316,1708434616
40a1d64b-f4a9-6a8a-8958-23b902bf,1,1708434016,1708434416,
816a31ff-ca60-7065-83ed-1320d0dc,1,1708434016,,
70a22f06-19bf-d1f1-df02-73a25a62,1,,,
562783fb-c3a9-6a9b-1566-58d7c66b,1,1708434016,1708434316,1708434616
1aba2e3c-6f8a-7ded-0260-726cbf25,1,1708434016,1708434416,
ba2ff995-f41d-9b53-2894-fd8a4e01,1,1708434016,,
141bbb19-fd09-5221-d418-7fbaf93d,1,,,
5088808c-3eb0-5a7f-436f-b6b965be,1,1708434016,1708434316,1708434616
acc5f6c4-087e-29d6-c48b-016e8245,1,1708434016,1708434416,
8531bce1-65bb-4892-d3cd-b4622701,1,1708434016,,
71d27276-3b6f-fb9d-4e9a-d6a166c3,1,,,
209680fe-ca48-227e-e2aa-5657f7b5,1,1708434016,1708434316,1708434616
c0a7fda9-b573-956d-60a5-dc2a3470,1,1708434016,1708434416,
ae6f300e-2880-2239-6c72-dfa7d4c5,1,1708434016,,
a5d13f11-4e96-4334-dd74-d525acd8,1,,,
ecbbd9cd-ca10-36d4-0a3a-6e101751,1,1708434016,1708434316,1708434616
19a98b71-f8dc-9695-3180-202e2dad,1,1708434016,1708434416,
402d27ea-a121-c4be-ca44-24c63e22,1,1708434016,,
6e1aad64-8196-e386-eee8-13290251,1,,,
4c3e6f07-002b-01d8-f79b-f8a6953f,1,1708434016,1708434316,1708434616
8d82959a-ef60-1925-7f8b-7e261556,1,1708434016,1708434416,
daa179c9-1733-30c3-e6b0-2cbfcbe6,1,1708434016,,
59c8233c-3c4f-5a73-da05-fff6b26d,1,,,
5faedd6b-63a8-2065-a2ee-b136d20c,1,1708434016,1708434316,1708434616
15ea7b61-2612-0642-2ef5-871c507a,1,1708434016,1708434416,
9c93f013-e7a5-1fa7-fc22-effd8a65,1,1708434016,,
ca2ea460-834d-d258-3957-85c09342,1,,,
3431b4aa-4e02-969f-1614-6b092a72,1,1708434016,1708434316,1708434616
35bb540e-d6b6-ca45-1244-31cbffa0,1,1708434016,1708434416,
e14e4b76-548b-4d8e-557d-02db5b82,1,1708434016,,
46332b8c-61bb-a8a5-86bd-41290c65,1,,,
541cc2c6-9b3e-0be5-9f61-fa8b6f30,1,,,
90f1ce9f-81cc-57ce-316a-400d8e8d,1,,,
5e75555d-b0d2-2dea-17aa-5c4b3a8e,1,1708434016,,
b8388f5b-c165-d791-52bb-2a04accc,1,,,
e1a26e05-3839-7316-54f3-56e57165,1,,,
83139f07-6061-2efb-33be-d0a7d1c7,1,1708434016,1708434416,
1aa5036f-da8d-09b0-bf68-76298db3,1,1708434016,,
2f50f904-aac2-04f7-039e-c2bd51c1,1,,,
3a851ff9-632a-827b-21f1-35e39d3a,1,1708434016,1708434316,1708434616
d3c67db7-d1ce-7fe4-a166-760fb50c,1,1708434016,1708434416,
